City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,kili,5.6439,169.1211,28.91,75,100,8.45,MH,1727745746
361,kashgar,39.4547,75.9797,12.56,50,75,5.0,CN,1727745747
362,mccook,40.2019,-100.6257,19.03,20,0,6.17,US,1727745749
363,momlingen,49.8597,9.0833,14.4,93,100,4.46,DE,1727745750
364,mulanje,-16.0316,35.5,23.86,36,0,3.83,MW,1727745751
365,al muwayh,22.4333,41.7583,25.87,40,8,3.37,SA,1727745752
366,timbuktu,16.7735,-3.0074,33.94,32,8,3.72,ML,1727745753
367,magnitogorsk,53.4186,59.0472,3.46,81,50,4.0,RU,1727745754
368,luwuk,-0.9516,122.7875,28.22,63,22,2.81,ID,1727745755
369,ghat,24.9647,10.1728,26.93,30,0,2.48,LY,1727745756
370,kainantu,-6.2887,145.8655,24.97,49,92,3.22,PG,1727745757
371,corner brook,48.9667,-57.9484,9.32,96,99,2.04,CA,1727745758
372,badger,64.8,-147.5333,13.14,34,40,3.6,US,1727745761
373,punto fijo,11.6956,-70.1996,28.03,73,95,2.34,VE,1727745764
374,ilha de mocambique,-15.0342,40.7358,25.2,87,5,5.83,MZ,1727745765
375,mount gambier,-37.8333,140.7667,15.73,60,14,3.94,AU,1727745604
376,tacuarembo,-31.7333,-55.9833,23.69,70,100,3.56,UY,1727745767
377,trevelin,-43.0858,-71.4639,-1.32,89,6,2.61,AR,1727745768
378,necochea,-38.5473,-58.7368,9.8,92,5,8.16,AR,1727745770
379,keita,14.7551,5.7749,29.92,38,64,2.3,NE,1727745771
380,palikir - national government center,6.9248,158.1611,31.47,74,100,3.6,FM,1727745772
381,cidade velha,14.9167,-23.6167,26.26,89,40,3.09,CV,1727745773
382,gornozavodsk,58.3758,58.3211,5.71,94,16,2.0,RU,1727745774
383,la ronge,55.1001,-105.2842,7.14,61,75,3.6,CA,1727745775
384,aldinga beach,-35.2793,138.4604,16.71,73,16,3.21,AU,1727745776
385,zhanibek,49.4167,46.85,13.15,33,0,4.7,KZ,1727745777
386,monrovia,6.3005,-10.7969,24.43,92,100,1.91,LR,1727745632
387,kyzyl-suu,42.3414,78.0056,10.75,47,100,2.82,KG,1727745779
388,sevsk,52.1491,34.4926,9.98,48,4,4.09,RU,1727745782
389,salalah,17.0151,54.0924,27.05,78,75,3.6,OM,1727745783
390,solnechnyy,50.7214,136.6319,6.97,72,100,1.65,RU,1727745784
391,copala,16.65,-98.9833,24.81,89,93,1.7,MX,1727745786
392,balykshi,47.0667,51.8667,10.0,43,0,5.0,KZ,1727745787
393,dudinka,69.4058,86.1778,3.03,96,100,6.15,RU,1727745788
394,lelystad,52.5083,5.475,13.94,92,98,0.89,NL,1727745789
395,tanumah,27.1,44.1333,26.67,16,0,4.67,SA,1727745790
396,st. john's,47.5649,-52.7093,13.32,93,100,4.92,CA,1727745622
397,flin flon,54.7682,-101.865,6.67,70,8,6.78,CA,1727745793
398,tazacorte,28.629,-17.9293,20.54,80,0,5.14,ES,1727745794
399,changping,40.2186,116.2197,13.94,28,0,5.92,CN,1727745795
400,vanino,49.0869,140.2543,12.4,59,100,3.71,RU,1727745796
401,sedro-woolley,48.5039,-122.2361,15.34,81,75,5.14,US,1727745536
402,sandpoint,48.2766,-116.5533,14.45,36,0,2.06,US,1727745798
403,tazovsky,67.4667,78.7,2.32,85,92,8.85,RU,1727745799
404,dongsheng,39.8161,109.9776,4.26,39,0,11.72,CN,1727745800
405,sargur,11.9833,76.4167,21.35,88,15,0.72,IN,1727745801
406,mimizan,44.2006,-1.2289,16.1,94,71,1.43,FR,1727745802
407,kisii,-0.6817,34.7667,15.41,87,96,1.43,KE,1727745804
408,palmer,42.1584,-72.3287,16.95,73,97,2.09,US,1727745805
409,yamada,39.4667,141.95,23.02,65,0,2.31,JP,1727745806
410,san carlos,9.6612,-68.5827,24.26,89,5,1.47,VE,1727745668
411,christchurch,-43.5333,172.6333,20.18,55,57,2.57,NZ,1727745520
412,chiredzi,-21.05,31.6667,20.89,71,70,3.88,ZW,1727745809
413,khandyga,62.6667,135.6,0.91,93,100,2.41,RU,1727745810
414,brokopondo,4.75,-55.1667,26.55,82,94,4.17,SR,1727745811
415,pathein,16.7833,94.7333,26.53,91,100,3.15,MM,1727745812
416,bel ombre,-4.6167,55.4167,26.91,78,40,6.69,SC,1727745813
417,silver city,32.7701,-108.2803,24.06,30,98,2.68,US,1727745814
418,mar del plata,-38.0023,-57.5575,13.01,78,0,3.6,AR,1727745815
419,mount pearl,47.5166,-52.7813,12.86,94,100,3.09,CA,1727745817
420,sao joao da barra,-21.6403,-41.0511,22.88,88,0,6.75,BR,1727745818
421,zambezi,-13.5432,23.1047,22.14,43,99,3.14,ZM,1727745819
422,tvoroyri,61.5556,-6.8111,8.43,83,40,7.75,FO,1727745820
423,itaporanga,-7.3044,-38.1503,25.59,53,100,5.56,BR,1727745821
424,ambovombe,-25.1667,46.0833,22.69,63,51,1.58,MG,1727745822
425,peace river,56.2501,-117.286,8.17,49,100,3.09,CA,1727745823
426,morant bay,17.8815,-76.4093,27.17,84,6,2.29,JM,1727745824
427,kalmunai,7.4167,81.8167,26.79,84,82,4.17,LK,1727745825
428,yuzhno-kurilsk,44.0306,145.8556,17.95,98,100,2.8,RU,1727745827
429,port-gentil,-0.7193,8.7815,24.8,85,100,5.27,GA,1727745829
430,pervomayskoye,43.919,46.7102,16.3,63,0,6.73,RU,1727745830
431,sattahip,12.6664,100.9007,29.05,84,20,1.03,TH,1727745831
432,kisaran,2.9845,99.6158,24.63,95,100,1.08,ID,1727745832
433,bilohirsk,45.05,34.6,18.32,91,100,0.8,UA,1727745833
434,porto novo,6.4965,2.6036,24.29,87,96,2.35,BJ,1727745835
435,ishigaki,24.3448,124.1572,31.07,84,75,7.72,JP,1727745836
436,novodvinsk,64.4165,40.8122,2.86,89,4,3.07,RU,1727745837
437,yekaterinoslavka,50.3734,129.1139,6.86,54,0,1.88,RU,1727745838
438,takaungu,-3.6837,39.8566,23.68,87,100,1.73,KE,1727745840
439,toba,34.4833,136.85,23.6,77,86,5.48,JP,1727745841
440,jabor,5.921,169.6434,28.71,75,100,7.84,MH,1727745842
441,alotau,-10.3069,150.4462,29.06,72,71,3.03,PG,1727745843
442,kozan,37.4552,35.8157,19.29,78,0,3.26,TR,1727745844
443,grand falls-windsor,48.9332,-55.6649,10.28,93,100,2.24,CA,1727745845
444,raja,8.4596,25.678,20.69,96,99,0.97,SS,1727745846
445,san luis de la loma,17.2706,-100.8939,26.23,86,76,1.24,MX,1727745847
446,sokcho,38.2083,128.5911,23.34,64,75,3.09,KR,1727745848
447,whakatane,-37.9585,176.9854,14.83,68,100,3.0,NZ,1727745849
448,fort st. john,56.2499,-120.8529,7.94,53,75,6.69,CA,1727745850
449,rikaze,29.25,88.8833,13.5,54,0,1.52,CN,1727745852
450,inongo,-1.95,18.2667,21.7,89,99,2.37,CD,1727745853
451,mejit,10.2753,170.8646,27.58,77,96,4.58,MH,1727745854
452,sinabang,2.4803,96.3801,26.58,84,100,1.89,ID,1727745855
453,agartala,23.8364,91.275,28.01,94,75,2.06,IN,1727745856
454,khaga,25.7833,81.1167,25.54,86,5,2.67,IN,1727745858
455,antonio enes,-16.2325,39.9086,24.47,87,10,5.88,MZ,1727745859
456,queenstown,-31.8976,26.8753,3.01,61,3,6.36,ZA,1727745612
457,hithadhoo,-0.6,73.0833,28.28,75,11,4.69,MV,1727745862
458,ingeniero jacobacci,-41.3427,-69.5448,5.17,61,4,6.16,AR,1727745863
459,itoman,26.1247,127.6694,31.01,79,40,6.17,JP,1727745864
460,isangel,-19.55,169.2667,27.06,74,75,3.09,VU,1727745865
461,nantucket,41.2835,-70.0995,15.64,94,0,2.57,US,1727745866
462,el granada,37.5027,-122.4694,26.55,52,0,8.75,US,1727745867
463,gizo,-8.103,156.8419,29.02,71,67,1.47,SB,1727745868
464,karratha,-20.7377,116.8463,29.4,37,0,3.86,AU,1727745869
465,yaren,-0.5472,166.916,28.63,72,90,4.57,NR,1727745870
466,malango,-2.9627,119.9001,25.56,66,96,1.7,ID,1727745871
467,palenque,17.5167,-91.9667,28.09,83,40,0.0,MX,1727745872
468,at taj,24.2049,23.2857,24.15,47,0,4.44,LY,1727745873
469,bubaque,11.2833,-15.8333,27.24,80,38,4.07,GW,1727745874
470,yerofey pavlovich,53.9667,121.9667,4.03,50,92,1.38,RU,1727745876
471,usinsk,65.9939,57.5281,4.14,72,100,13.09,RU,1727745877
472,mersa matruh,31.3525,27.2453,24.7,66,99,3.34,EG,1727745878
473,chandler,33.3062,-111.8412,39.32,18,20,5.66,US,1727745657
474,nabire,-3.3667,135.4833,30.32,63,100,1.91,ID,1727745880
475,garoua boulai,5.8833,14.55,18.69,95,100,0.33,CM,1727745881
476,rawson,-43.3002,-65.1023,3.16,87,20,1.03,AR,1727745882
477,alamogordo,32.8995,-105.9603,27.9,20,0,0.0,US,1727745883
478,tralee,52.2704,-9.7026,10.9,91,76,2.03,IE,1727745885
479,colby,39.3958,-101.0524,18.89,26,0,7.72,US,1727745886
480,malvan,16.0667,73.4667,26.05,91,11,3.82,IN,1727745887
481,koulamoutou,-1.1303,12.4736,21.76,99,100,0.99,GA,1727745889
482,tekkalakote,15.5333,76.8833,25.51,77,7,2.58,IN,1727745890
483,jeddah,21.5169,39.2192,29.92,62,0,2.06,SA,1727745891
484,harper,4.375,-7.7169,24.64,89,97,4.54,LR,1727745892
485,arraial do cabo,-22.9661,-42.0278,21.98,73,20,5.66,BR,1727745893
486,broome,42.2506,-75.833,18.25,80,100,2.57,US,1727745630
487,zanjan,36.6736,48.4787,12.26,66,0,2.7,IR,1727745895
488,el rosario,24.2556,-107.1828,27.92,78,15,3.19,MX,1727745896
489,ippy,6.2679,21.2247,19.7,96,100,1.26,CF,1727745897
490,loen,7.7601,168.2307,29.27,72,100,7.81,MH,1727745898
491,simanggang,1.2472,111.4528,25.99,94,20,1.54,MY,1727745899
492,polyarnyy,69.1989,33.4478,1.87,76,94,6.37,RU,1727745900
493,rancho palos verdes,33.7445,-118.387,21.16,87,20,6.17,US,1727745902
494,show low,34.2542,-110.0298,24.16,23,0,3.09,US,1727745903
495,saint-pierre,-21.3393,55.4781,19.82,68,0,1.54,RE,1727745904
496,omaruru,-21.4333,15.9333,14.53,19,0,4.06,NA,1727745905
497,turbat,26.0023,63.044,26.87,74,0,1.87,PK,1727745906
498,dalbandin,28.8947,64.4101,24.36,25,6,3.49,PK,1727745907
499,cockburn town,21.4612,-71.1419,29.26,72,6,6.25,TC,1727745908
500,arroyo,41.6096,-4.7969,16.02,61,0,3.09,ES,1727745909
501,ilebo,-4.3167,20.5833,22.01,93,64,0.49,CD,1727745910
502,portland,45.5234,-122.6762,22.65,33,15,4.47,US,1727745405
503,yilan,24.757,121.753,29.73,73,84,6.06,TW,1727745912
504,afaahiti,-17.75,-149.2833,25.18,81,31,4.33,PF,1727745914
505,choyr,46.3611,108.3611,-2.13,58,0,3.88,MN,1727745915
506,tonghae,37.5439,129.1069,21.79,69,100,2.98,KR,1727745916
507,akureyri,65.6835,-18.0878,-0.04,93,100,1.03,IS,1727745917
508,pemangkat,1.1667,108.9667,25.35,87,100,2.19,ID,1727745918
509,carlisle,40.2015,-77.1889,17.8,69,100,1.16,US,1727745919
510,nadym,65.5333,72.5167,3.03,80,23,10.38,RU,1727745920
511,jatai,-17.8814,-51.7144,26.13,35,0,1.58,BR,1727745921
512,xinyuan,37.3,99.0,2.3,15,0,2.3,CN,1727745923
513,kuruman,-27.4524,23.4325,4.03,47,0,3.56,ZA,1727745924
514,tocopilla,-22.092,-70.1979,17.97,70,100,5.15,CL,1727745925
515,san juan de miraflores,-12.1629,-76.9635,18.43,81,98,5.36,PE,1727745926
516,omdurman,15.6445,32.4777,31.11,46,22,6.14,SD,1727745927
517,odate,40.2686,140.5683,23.08,68,20,1.03,JP,1727745928
518,dese,11.1333,39.6333,12.11,77,71,1.44,ET,1727745929
519,puerto madero,14.7208,-92.4215,25.11,94,75,2.57,MX,1727745930
520,taoudenni,22.6783,-3.9836,34.85,19,1,7.42,ML,1727745931
521,egersund,58.4513,5.9997,10.99,75,100,8.79,NO,1727745932
522,ottawa,45.4112,-75.6981,15.42,92,0,2.06,CA,1727745904
523,san antonio de pale,-1.4014,5.6325,24.76,81,100,5.35,GQ,1727745935
524,horta,38.5333,-28.6333,23.9,95,100,7.6,PT,1727745936
525,ubinskoye,55.3068,79.6802,8.42,83,100,3.9,RU,1727745937
526,sanctuary point,-35.1114,150.629,18.53,57,0,3.67,AU,1727745938
527,vila velha,-20.3297,-40.2925,22.19,96,75,1.54,BR,1727745940
528,coahuayana de hidalgo,18.7,-103.6583,25.39,93,100,0.79,MX,1727745941
529,pozo alcon,37.7026,-2.9337,18.42,56,0,0.65,ES,1727745942
530,garoowe,8.4054,48.4845,22.95,79,43,3.03,SO,1727745943
531,kill devil hills,36.0307,-75.676,22.77,92,75,3.09,US,1727745944
532,nicoya,10.1483,-85.452,23.07,95,100,0.96,CR,1727745945
533,caxito,-8.5785,13.6643,22.5,85,96,1.18,AO,1727745947
534,boquira,-12.8231,-42.7306,22.94,37,20,3.74,BR,1727745948
535,laguna,38.421,-121.4238,33.1,28,0,4.12,US,1727745949
536,port saint john's,-31.6229,29.5448,13.57,54,0,8.22,ZA,1727745951
537,lock haven,41.137,-77.4469,18.47,99,100,1.13,US,1727745952
538,suva,-18.1416,178.4415,26.71,78,75,5.14,FJ,1727745953
539,lazaro cardenas,17.9583,-102.2,27.19,80,100,1.53,MX,1727745954
540,bileca,42.8719,18.4297,6.43,75,0,2.8,BA,1727745955
541,belmonte,-15.8631,-38.8828,22.42,78,0,3.39,BR,1727745956
542,tindouf,27.6711,-8.1474,29.25,28,0,2.06,DZ,1727745957
543,mirnyy,62.5353,113.9611,3.16,97,100,4.53,RU,1727745683
544,degtyarsk,56.704,60.0879,9.05,67,100,2.66,RU,1727745961
545,karyes,37.3,22.5,10.13,75,0,0.98,GR,1727745962
546,eichenzell,50.4934,9.6961,12.64,99,100,0.89,DE,1727745963
547,nizhnesortymskiy,62.4397,71.7603,5.45,72,2,6.74,RU,1727745964
548,al wafrah,28.6392,47.9306,26.39,68,0,6.62,KW,1727745965
549,escanaba,45.7453,-87.0646,17.98,100,0,2.57,US,1727745966
550,letterkenny,54.95,-7.7333,9.82,96,100,2.24,IE,1727745967
551,shemysheyka,52.892,45.3928,10.88,39,0,3.0,RU,1727745968
552,north haven,41.3909,-72.8595,16.38,92,0,0.45,US,1727745969
553,fuglafjordur,62.244,-6.814,6.56,79,100,2.97,FO,1727745971
554,tabou,4.423,-7.3528,24.43,90,96,3.98,CI,1727745972
555,douglas,41.3,-96.167,22.95,29,0,6.69,US,1727745973
556,ciudad lazaro cardenas,17.9583,-102.2,27.19,80,100,1.53,MX,1727745974
557,carlow,52.8408,-6.9261,9.12,98,37,2.74,IE,1727745975
558,ishimbay,53.4545,56.0415,9.59,58,82,1.11,RU,1727745976
559,west bay,19.3667,-81.4167,29.04,79,20,4.63,KY,1727745977
560,heihe,50.2441,127.4902,6.32,41,3,2.01,CN,1727745978
561,bamboo flat,11.7,92.7167,28.05,83,40,1.03,IN,1727745979
562,catemaco,18.4167,-95.1167,22.61,96,94,1.67,MX,1727745980
563,arco,45.9177,10.8867,15.49,94,100,1.26,IT,1727745981
564,grimstad,58.3405,8.5934,11.02,75,100,7.62,NO,1727745983
565,kachkanar,58.7,59.4948,6.29,90,21,2.11,RU,1727745984
566,totness,5.8833,-56.3167,26.34,87,55,3.67,SR,1727745986
567,dawson creek,55.7666,-120.2362,8.8,43,0,4.12,CA,1727745987
568,don luan,11.5333,106.9167,26.41,88,100,1.92,VN,1727745988
569,harar,9.3094,42.1258,16.48,83,98,0.89,ET,1727745989
